Group_Num	GROUP_NAME
08Y8750	HARD LAND MANAGEMENT LLC
08Y8771	DYNAMIC RANGE LABS
08Y8772	DYNAMIC RANGE LABS
08Y8819	ARLINGTON CLUB
08Y8820	ARLINGTON CLUB
08Y8837	REALITY DOCUMENT SOLUTIONS
08Y8838	HONEY DO SERVICES INC
08Y9029	GLOBAL TOUCHPOINTS
08Y9183	MEGH COMPUTING, INC.
08Y9184	MEGH COMPUTING, INC.
08Y9186	MEGH COMPUTING, INC.
08Y9472	PORTLAND MARBLE WORKS, INC.
08Y9474	PORTLAND MARBLE WORKS, INC.
098400	MARSH & MCLENNAN COMPANIES
09G1169	ROMBAUER VINEYARDS
09H3031	LEBANON ANIMAL HOSPITAL
09H3593	A/B TECHNOLOGIES INT'L, INC
09H7799	QUALITY CHAIN CORPORATION
09J1593	UNIVERSAL ENTERPRISES, INC.
09J1941	CENTRALIA PRESS LTD
09K0080	OBJECT FRONTIER, INC
09K0651	ADP TOTALSOURCE
09K4146	STRATEGIC MARKETING INC
09K4152	STRATEGIC MARKETING INC
09K9581	DELAWARE NORTH AMERICA, LLC
09M4138	POST.BID.SHIP., INC.
09M4288	ORTHOPEDIC SPECIALISTS PC
09M5702	PRISM MEDICAL PRODUCTS LLC
09N0228	FIRSTPASS ENGINEERING
09N0230	NATIONAL COOP GROCERS ASSOC
09N0231	NATIONAL COOP GROCERS ASSOC
09N0249	VISION PLAN
09N0504	AMERICAN BEACON ADVISORS
09N1424	ADP TOTALSOURCE
09N1868	US TENNIS ASSOCIATION PACNW
09N2978	COATES KOKES
09N2979	BANKS LUMBER
09N3493	FORENSIC BUILDING CONSULTANTS
09N3834	ADP TOTALSOURCE
09N4050	HUBPAGES, INC.
09N5069	BRANCHFIRE, INC
09N5206	LOOSEN BROS USA
09N5633	OLYMPUS CONTROLS
09N5974	METAL INNOVATIONS INC
09N5975	METAL INNOVATIONS INC
09N5976	METAL INNOVATIONS INC
09N6014	ALLIED HEALTH MEDIA
09N7240	EXCEL MANAGED CARE
09N7877	ADVANTAGE CABLE SERVICES INC
09N8575	NPIC
09P0092	GATTI GATTI LAW FIRM
09P0310	ADP TOTALSOURCE
09P1376	DMH HOLDINGS
09P2515	COL NORTHWEST LLC
09P2916	WILLAMETTE VALLEY APPLIANCE.
09P3292	MARATHON MANAGEMENT INC
09P3555	LAPCHI, LLC
09P3790	RACE FORWARD
09P3805	TROUTWOOD, INC.
09P3814	PACIFIC WEST BANK
09P3969	GREATER PORTLAND BAPTIST CH.
09P3970	GREATER PORTLAND BAPTIST CH.
09P4147	HOUSE SPIRITS DISTILLERY
09P4148	HOUSE SPIRITS DISTILLERY
09P4167	MAR-HY DISTRIBUTORS
09P4403	MAJORIS HEALTH SYSTEMS
09P4591	REITMEIER
09P5080	CONTRACT DATASCAN LP
09P5589	EAI INFORMATION SYSTEMS
09P6657	CLARK LUMBER CO
09P7779	BETTER PLANET BRANDS
09R0544	ENERGY COMFORT & CONSTRUCTION
09R0545	ENERGY COMFORT & CONSTRUCTION
09R0722	CMMS DATA GROUP INC.
09R2386	CROMWELL PLUMBING INC
09R2387	CROMWELL PLUMBING INC
09R3821	META FAB, INC.
09R5587	MARQUAM GROUP
09R5588	MARQUAM GROUP
09R5589	MARQUAM GROUP
09R6694	CONSERVATION SCIENCE PARTNERS
09R7140	ENTELLUS, INC.
09R8769	DUNNCARNEYALLENHIGGINS&TONGUE
09R8789	MOUNTAIN ROSE HERBS
09S0081	MICHAEL SUSEE INSURANCE AGENCY
09S0729	MID VALLEY RIGGING
09S0981	COLRICH
09S1924	GOWAY TRAVEL INC.
09S1973	ANIMAL CARE CLINIC INC
09S2608	STRUCK
09S2735	SCOTT'S MARKETPLACE
09S3628	RAFIA DENTAL
09S3828	ANESTHESIA ASSOCIATES NW
09S3844	ANESTHESIA ASSOCIATES NW
09S3936	IMCD US FOOD INC.
09S3988	ACCU-TEST LABS
09S4009	APPROACH RESOURCES INC
09S4222	SHOE MILL
09S4309	WEST END BIKES
09S5177	SIS
09S5588	BIOMAGIC INC
09S5637	SHAREKNOWLEDGE, INC
09S6052	MIDWEST FUEL INJECTION
09S6198	FIRST CHOICE COFFEE SERVICE
09S8098	LAPEL SOLUTIONS LLC
09S8374	EMPLOYERS UNITY LLC
09S8558	BATES GROUP LLC
09S8559	BATES GROUP LLC
09S8761	LITTLE BIRD
09S8873	TRUSSELL TECH
09S9113	TRILLIUM ENGINEERING LLC
09S9148	GLOBAL SECURITY
09S9150	GLOBAL SECURITY
09S9210	SAFE ROUTES TO SCHOOL
09S9261	COBURN ELECTRIC
09S9355	WHEELHOUSE 2020
09S9692	RADWICK & LIGHTLE
09S9700	GONZALES LAW OFFICE
09S9701	GONZALES LAW OFFICE
09S9702	GONZALES LAW OFFICE
09S9969	H&H ENGINEEERING CONSTRUCTION
09S9981	3 KINGS ENVIRONMENTAL INC
09S9999	STEELHEAD PRODUCTIONS, INC.
09U0163	PAYCHEX
09U0356	APPLEXUS TECHNOLOGIES LLC
09U1935	AGILE SOFTWARE AND MARKETING
09U2239	PACIFIC CASCADE CORPORATION
09U2622	CONTEC AMERICAS INC.
09U2780	US HOUSE OF REP - STAFF
09U2895	ADP TOTALSOURCE
09U2916	ADP TOTALSOURCE
09U2935	ADP TOTALSOURCE
09U3052	SMITH AUTO GROUP
09U3529	BLACKSTAD HRABE KIRKORSKY LLC
09U3808	ADP TOTALSOURCE
09U4253	PRIVATE WEALTH PARTNERS
09U4602	TURN-KEY MARKETING & PROMOTION
09U5089	ON INC
09U5090	ON INC
09U5325	MCMILL CPA PC
09U5637	ADP TOTALSOURCE
09U5954	WORLD PRECISION MFG. COMPANY
09U5971	ENVIRONMENT & ENERGY PUBLISHIN
09U6001	PROLIFIQ SOFTWARE
09U6003	PROLIFIQ SOFTWARE
09U6004	PROLIFIQ SOFTWARE
09U6462	TRANSPACIFIC FOOD
09U6713	NATIONAL TRANSFER INC.
09U6887	AUTOCLERK, INC.
09U7412	LEGITSCRIPT LLC
09U7491	STILLHOUSE HOLLOW VENTURES LLC
09U7492	STILLHOUSE HOLLOW VENTURES LLC
09U7979	NELLO CORPORATION
09U8172	HERITAGE GROVE CREDIT UNION
09U8173	HERITAGE GROVE CREDIT UNION
09U8174	HERITAGE GROVE CREDIT UNION
09U8378	GTS TECHNOLOGY SOULUTIONS INC
09U8437	GREEN TECHNOLOGY INVESTMENTS
09U8693	ADP TOTALSOURCE
09U9086	RMC RESEARCH CORPORATION
09U9149	ANITIAN CORPORATION
09U9234	SMITH AUTO GROUP
09U9371	DATA MENTORS
09U9513	BLUE LINE HOLDINGS
09U9542	METAL INNOVATIONS INC
09U9543	METAL INNOVATIONS INC
09U9544	METAL INNOVATIONS INC
09U9548	BLUE LINE HOLDINGS
09U9587	METAL INNOVATIONS INC
09U9823	RATEGAIN TECHNOLOGIES, INC.
09U9872	MISSIONS DOOR
09U9967	STAFF FINDERS
09U9969	STAFF FINDERS
09U9975	STAFF FINDERS
09W0047	TRANSACTION TAX RESOURCES, INC
09W0062	MBT SYSTEMS LTD
09W0087	TRANSACTION TAX RESOURCES, INC
09W0157	BRIDGEPOINTE TECHNOLOGIES INC.
09W0217	FELTON PROPERTIES INC
09W0218	FELTON PROPERTIES INC
09W0329	GREG BAUER FLOOR COVERING
09W0383	HOOD RIVER ALLIANCE CHURCH
09W0753	NATIVE NETWORK
09W0793	LAW OFFICES OF GRESS AND CLARK
09W0804	LAW OFFICES OF GRESS AND CLARK
09W0805	LAW OFFICES OF GRESS AND CLARK
09W0882	UMPQUA COMMUNITY PROPERTY MANA
09W0884	UMPQUA COMMUNITY PROPERTY MANA
09W1023	WALKER MACY LLC
09W1024	WALKER MACY LLC
09W1293	THERAPYDIA INC.
09W1440	QUADEL INDUSTRIES INC
09W1441	QUADEL INDUSTRIES INC
09W1487	WESTWIND GARDENS
09W1546	AREA GLASS AND MIRROR INC
09W1916	THERAPYDIA INC.
09W1917	THERAPYDIA INC.
09W2147	64 AUDIO
09W2374	ZSI-FOSTER INC
09W2685	BRIDGE CITY CAPITAL
09W2697	HALL TOOL COMPANY
09W2748	ALLIANCE CHARTER ACADEMY
09W2750	ALLIANCE CHARTER ACADEMY
09W2847	PFRIEM FAMILY BREWERS
09W2887	VERTICAL BOOKING
09W2888	VERTICAL BOOKING
09W3078	WEST COAST CONTAINER INC
09W3109	PFRIEM FAMILY BREWERS
09W3232	TOTTEN TUBES INC
09W3248	VISIONS LLC
09W3454	MCKENZIE  BUYING COMPANY
09W3476	MATRESS LOT
09W3582	MERINA & COMPANY
09W3646	SHERPA DESIGN
09W3647	SHERPA DESIGN
09W3768	MULINO TRADING GROUP
09W3831	STREAMLINE SOLAR
09W4282	OREGON CITY MEDICAL
09W4283	OREGON CITY MEDICAL
09W4284	OREGON CITY MEDICAL
09W4476	HUMANWARE USA INC
09W4497	APPLIED CAX
09W4498	APPLIED CAX
09W4639	JLA PUBLIC INVOLVEMENT
09W4712	MONDAYCALL
09W5035	SPECTRUM WOODWORKING
09W5036	SPECTRUM WOODWORKING
09W5254	AZANE INC
09W5301	WESTPAC WEALTH PARTNERS, LLC
09W5469	LIFE'S WORK PHYSICAL THERAPY
09W5497	OAK PARK FAMILY DENTAL
09W5523	NATIONAL CENTER FOR MONTESSORI
09W5612	LLOYD CENTRAL COMPOUNDING PHAR
09W5805	YERBA BUENA COMMONS ASSOCIATES
09W6014	QUANTIFIED SELF LABS
09W6337	ALL POINTS MEDIA LLC
09W6411	MADRAS AQUATIC CENTER
09W6531	COFFEE MEETS BAGEL INC
09W7367	LANDMARK EQUIPMENT
09W7368	LANDMARK EQUIPMENT
09W7375	JH-BGEL191S ADP TOTALSOURCE
09W7376	JH-BGEL191S ADP TOTALSOURCE
09W7470	GU ENERGY LABS
09W7515	ENERGY SAVING PRODUCTS
09W7597	HEARTWOOD RESOURCES
09W7856	PTIGLOBAL
09W7869	PTIGLOBAL
09W8113	DERMATOLOGY PROFFESIONALS
09W8227	UEA-ISD
09W8229	UEA-ISD
09W8231	UEA-ISD
09W8234	UEA-ISD
09W8282	FVM CO
09W8613	ANIMAL LEGAL DEFENSE FUND
09W8783	HEADLANDS ASSET MANAGEMENT
09W8829	OPTOMA TECHNOLOGY INC
09W8877	AP WIRELESS
09W9051	PRIME TIME HEALTHCARE
09W9103	DITTO
09W9236	SBK ENTERPRISES LLC
09W9237	SBK ENTERPRISES LLC
09W9238	SBK ENTERPRISES LLC
09W9435	UEA PLATT'S OAK HILL DAIRY LLC
09W9441	UEA PLATT'S OAK HILL DAIRY LLC
09W9887	SENECA DIRECT LLC
09W9888	SENECA DIRECT LLC
09X0143	MULTNOMAH WHISKEY LIBRARY
09X0271	ALBANY ANIMAL HOSPITAL
09X0272	KJERULF, INC
09X0443	10 TANKER AIR CARRIER
09X0452	OREGON LUMBER COMPANY
09X0456	OREGONLUMBER COMPANY
09X0466	OREGON LUMBER COMPANY
09X0479	OREGON LUMBER COMPANY
09X0625	KEY LIME AIR
09X1198	STEPHEN'S PLACE
09X1325	ELECTRONICS ASSEMLERS, INC.
09X1417	NORTHWESTRAFTING COMPANY
09X1631	YOUNG MANAGEMENT
09X1632	YOUNG MANAGEMENT
09X1677	NW PEDIATRIC CRITICAL CARE
09X1703	NOT THAT THIS
09X2218	PDG CONSTRUCTIONSERVICE, INC
09X2219	PDG CONSTRUCTIONSERVICE, INC
09X2802	CASA BRUNO LLC
09X2934	ALL COUNTY SURVEYORS
09X2935	ALL COUNTY SURVEYORS
09X2971	HOOD CREST WINERY LLC
09X2972	HOOD CREST WINERY LLC
09X3455	COMPASS ANIMAL HEALTH LLC
09X3456	COMPASS ANIMAL HEALTH LLC
09X3822	POINTIL SYSTEMS INC
09X3823	POINTIL SYSTEMS INC
09X4035	NORTH, INC.
09X4037	NORTH, INC.
09X4169	STRATEGIC SOLUTIONS NW
09X4210	SURAIN INDUSTRIES INC
09X4669	UEA-HARNEY ROCK & PAVING CO
09X4699	TANISHA SYSTEMS, INC.
09X5237	CAIN TRAVEL GROUP
09X5532	WHITE GLOVE ENROLLMENT SRVCS.
09X5730	CCCI
09X5783	04D3BFID160S ADP TOTALSOURCE
09X5846	OSWEGO WEALTH MANAGEMENT INC.
09X5847	OSWEGO WEALTH MANAGEMENT INC.
09X6419	TRADE UP MUSIC INC
09X6487	KUSTOM US INC
09X6492	KUSTOM US INC
09X6661	COLUMBIA TREE SERVICE
09X6662	COLUMBIA TREE SERVICE
09X6789	RIGADO LLC
09X7162	MASCOTT EQUIPMENT CO
09X7165	MASCOTT EQUIPMENT CO
09X7176	MASCOTT EQUIPMENT CO
09X7177	MASCOTT EQUIPMENT CO
09X7185	MASCOTT EQUIPMENT CO
09X7190	MASCOTT EQUIPMENT CO
09X7228	CALCAGNO PEDIATRICS
09X7229	CALCAGNO PEDIATRICS
09X7379	TRADEPENDING
09X7552	MCMINNVILLE EYE CLINIC PC
09X7553	MCMINNVILLE EYE CLINIC PC
09X7606	HELICOPTER TRASPORT SERVICES
09X7704	UEA-PORTLAND PRECISION MFG
09X7966	ADELSHEIM VINEY ARD
09X7967	ADELSHEIM VINEY ARD
09X8227	WHITE STONE EL, LLC
09X8336	PAGE ONE POWER
09X8526	VERSA TECH METAL FAB, INC.
09X8547	LE PIGEON, LLC
09X8558	MYCLIN CLINICAL RESEARCH, LLC.
09X8604	CAMEO CONSULTING GROUP LLC
09X8741	ALTITUDE BUSINESS GROUP LLC
09X9008	VOLTAIRE AVIATION
09X9332	RIGOL TECHNOLOGIES
09X9456	FREEDOM FOR THE PRESS
09X9705	OREGON GROWERS & SHIPPERS, LLC
09X9731	COPPER WEST PROPERTIES, LLC
09X9810	UEA-MCFARLANE BARK, LLC.
09X9834	MATTRESS LOT
09X9890	POACHED JOBS INC.
09X9891	POACHED JOBS INC.
09Y0057	SUBLIME SOLUTIONS LLC
09Y0065	SUBLIME SOLUTIONS LLC
09Y0112	Z193BDDJ88S ADP TOTALSOURCE
09Y0146	Z1U3BGEL 149S ADP TOTALSOURCE
09Y0219	COMPLETE HEALTHCARE FOR WOMEN
09Y0412	IT'S PARTY TIME CATERING
09Y0504	APIS US INC
09Y0602	HOVERCRAFT
09Y0608	NATIVE FISH SOCIETY
09Y0672	PRODAPT
09Y0749	PRODAPT
09Y0887	UEA-PRECISIONMACHINE
09Y0907	SYNAXIS CONSULTING
09Y1003	APEL EXTRUSIONS INC
09Y1014	APEL EXTRUSIONS INC
09Y1102	PACIFIC RECYCLING, INC.
09Y1155	RUBICON WEST, LLC
09Y1218	DAVE'S PRESCRIPTION
09Y1230	RUBICON WEST, LLC
09Y1353	LEGACY PRESSURE CONTROL INC.
09Y1543	BREADWALLET LLC
09Y1544	BREADWALLET LLC
09Y1557	HUNT ENTERPRISES NW INC
09Y1959	LEATHERS ENTERPRISES INC
09Y1967	LEATHERS ENTERPRISES INC
09Y1975	LEATHERS ENTERPRISES INC
09Y2040	WILLOW TREE WELLNESS CLINIC
09Y2062	SOCK IT TO ME
09Y2235	RACE RECYCLING
09Y2346	EYECUE LAB, LLC
09Y2347	EYECUE LAB, LLC
09Y2348	EYECUE LAB, LLC
09Y2362	IPSPRING LLC
09Y2402	UNIRAC, INC.
09Y2420	FOOTWEAR SPECIALTIES INT'L
09Y2487	WSCAT
09Y2679	BRIDGEPORT RESTORATION LLC
09Y2680	BRIDGEPORT RESTORATION LLC
09Y2692	EMPOWER BODYCARE
09Y2781	PET LIFESTYLE SOLUTIONS LLC
09Y3050	JACOBY & MEYERS ATTORNEYS LLP
09Y3208	UNIVERSAL MEN'S CLINIC
09Y3393	REUP EDUCATION
09Y3394	REUP EDUCATION
09Y3508	SP GLOBAL, INC.
09Y3575	TCL CONSULTING LLC
09Y3648	DIALSMITH
09Y3649	B & R RELIABLE TRANSPORTATION
09Y3822	EAR TRUMPET LABS
09Y3823	CASCADE EYE CENTER
09Y3824	CASCADE EYE CENTER
09Y3881	AMBERDATA INC.
09Y3898	LUNDIN COLE ARCHITECTS
09Y4143	HALT PEST CONTROL
09Y4238	PRECISION AXLE LLC
09Y4239	PRECISION AXLE LLC
09Y4240	PRECISION AXLE LLC
09Y4241	PRECISION AXLE LLC
09Y4478	LIBERTY MULTI MODAL
09Y4479	LIBERTY MULTI MODAL
09Y4480	LIBERTY MULTI MODAL
09Y4481	LIBERTY MULTI MODAL
09Y4597	PRECISION REIMBURSEMENT INC
09Y4718	ZH03BDDD162S ADP TOTALSOURCE
09Y4786	EUROTECH, INC.
09Y4842	FOREST HEIGHTS VET CLINIC
09Y4882	CARDIOLOGY NORTHWEST
09Y5017	WATERSTONE REALTY GROUP
09Y5065	PARADIGM PROFFESIONAL HEALTH
09Y5166	BUILDABLE
09Y5167	BUILDABLE
09Y5168	BUILDABLE
09Y5187	JAKK CORPORATION
09Y5350	AMPLIFIED WIRELESS SOLUTIONS
09Y5351	AMPLIFIED WIRELESS SOLUTIONS
09Y5352	AMPLIFIED WIRELESS SOLUTIONS
09Y5398	UNGER FAMILY FARMS INC
09Y5517	COMPUTROLS, INC.
09Y5534	FREMIER FINISHES
09Y5772	ICODE MOBILE SOLUTIONS
09Y5810	MULTNOMAH WHISKEY LIBRARY
09Y5908	OREGON HOME IMPROVEMENT
09Y6018	WOODWORKS BY MONDAY
09Y6026	KIVEL & HOWARD LLP
09Y6027	KIVEL & HOWARD LLP
09Y6028	KIVEL & HOWARD LLP
09Y6029	KIVEL & HOWARD LLP
09Y6090	KOSSROW AUTOMOTIVE
09Y6130	BEERGARDN LLC
09Y6352	PHILIPPI CONSTRUCTION
09Y6371	RINGOR
09Y6372	RINGOR
09Y6373	RINGOR
09Y6390	SERVPRO OF MEDFORD/ASHLAND
09Y6507	LYLE WILLIAMS NORTHWEST, LLC
09Y6586	SWEETRUSH
09Y6685	COOLEST
09Y6686	TRANSPORTATION MGMT AND DESIGN
09Y6757	NORTH FOREST WORKER
09Y6835	NEW AGE TECHNOLOGIES, LLC
09Y6960	D&R HEATING & AIR
09Y6961	D&R HEATING & AIR
09Y6966	D&R HEATING & AIR
09Y7059	CORVETTE SPECIALITIES INC
09Y7109	MATTHEW S. BENJAMIN
09Y7177	FRESCO LOGIC
09Y7178	APPLE INC.
09Y7416	VICON MECHANICALCONTR., INC.
09Y7486	PERMACOLD ENGINEERING, INC
09Y7488	PERMACOLD ENGINEERING, INC
09Y7497	PERMACOLD ENGINEERING, INC
09Y7612	JOHNSON AND ASSOCIATES, INC
09Y7690	SALVO SOFTWARE
09Y8038	WHISKEY HILL ELECTRIC, INC.
09Y8039	WHISKEY HILL ELECTRIC, INC.
09Y8040	WHISKEY HILL ELECTRIC, INC.
09Y8170	PERFORMANCE PLUS RESTORATION
09Y8175	PERFORMANCE PLUS RESTORATION
09Y8550	BEAM EXCAVATING INC.
09Y8551	BEAM EXCAVATING INC.
09Y8853	HILLSBORO CLINIC
09Y8946	THE CIRCUIT, INC.
09Y9020	BRIDGETOWN OPTOMETRIC
09Y9021	BRIDGETOWN OPTOMETRIC
09Y9036	GOODE FAB LLC
09Y9037	GOODE FAB LLC
09Y9149	AURORA MILLS ARCHITECTURAL SAL
09Y9150	AURORA MILLS ARCHITECTURAL SAL
09Y9167	AURORA MILLS ARCHITECTURAL SAL
09Y9668	ICHIKAWA N AMERICA CORP
09Y9834	ACHIEVE TMS CENTERS, L.L.C.
09Y9853	ROSE CITY ROLLERS
0F0013	BANK TEC SOUTH
0F0256	2MRESEARCH
0F0411	SABINE FEDERAL CREDIT UNION
0F0625	GALLANT BUILDERS LLC
0F0834	ECONOMIC OPPORTUNITIES
0F0855	HOMEASAP LLC
0F0935	CONTINENTAL LTC INC
0F1180	RESOURCING EDGE
0F1185	RESOURCING EDGE
0F1189	PEDIATRIC ASSOICATES OF AUSTIN
0F1190	RESOURCING EDGE
0F1192	PEDIATRIC ASSOCIATES OF AUSTIN
0F1309	MCLEAN MECHANICAL CONTRACTORS
0F1333	ADP TOTALSOURCE
0F1615	HOMES BY WEST BAY
0F1819	HIBERNIA BAPTIST CHURCH
0F1961	AFTERMAN SOFTWARE LLC
0F1980	BAYTOWN ACE MACHINE LTD
0F1982	BAYTOWN ACE MACHINE LTD
0F2256	COMPASSMSP
0F2273	ROCKETT SPECIAL UTILITY DIST
0F2491	WHITNEY OIL AND GAS
0F2600	SOUTHEAST TX EAR NOSE THROAT
0F2683	DELTANA ENTERPRISE
0F2730	HUDSON SERVICES INC
0F2733	HUDSON SERVICES INC
0F2799	GENERAL TRUCK EQUIPMENT
0F3001	DUGGER INVESTMENTS INC
0F3011	CIVICSOURCE
0F3038	CIVICSOURCE
0F3135	COMMUNITY FIRST BANK
0F3141	COMMUNITY FIRST BANK
0F3177	POINTWEST BANK
0F3270	WINTER HAVEN WORSHIP CENTER
0F3519	SCHNEIDER PAPER PRODUCTS INC
0F3802	OSLIN NATION
0F3910	GRANDVIEW BANK
0F3954	TOWN OF CHURCH POINT
0F3985	FLIGHTAWARE LLC
0F4096	FIRST ASSEMBLY OF GOD FT MYERS
0F4125	WELLBORE PLACEMENT SERVICESLLC
0F4186	THE PEOPLE'S FEDERAL CREDIT UNION
0F4765	DENNIS SERVICES LLC
0F4823	H & K ENGINEERING, LLC
0F4895	H&K ENGINEERING LLC
0F5042	AUSTIN HABITAT FOR HUMANITY
0F5172	WADSWORTH MARGREY & DIXON LLP
0F5220	FRANTZ EYE CARE
0F5222	THE TECHNOWISE GROUP INC
0F5320	MOLECULAR TEMPLATES
0F5323	FRED WILSON & ASSOCIATES INC
0F5352	CLOVER TELECOM
0F5365	CLOVER TELECOM
0F5366	ALL STATE FENCE COMPANY
0F5375	CLOVER TELECOM
0F5431	VANGUARD COLLEGE
0F5433	VANGUARD SALON
0F5659	BPI SPOTS LLC
0F5855	GRINDER TRUCKING PARTNERS LLC
0F5877	DWKMRS
0F5957	QUEST CO
0F5995	CCJ & ASSOCIATES LLC
0F6000	CCJ & ASSOCIATES LLC
0F6002	ADAMI SCHUFFIELD ET AL
0F6006	IMAGINE NATION BOOKS
0F6502	WAYNE WILES FLOOR COVERINGS
0F6545	WAYNE WILES FLOOR COVERINGS
0F6563	ATLAS PEAT & SOIL INC
0F6595	CHARLAN BROCK & ASSOCIATES
0F6681	EPIC PHARMACY
0F6820	BOBKAT ENTERPRISES INC
0F6939	ESTES INGRAM FOELS AND GIBBS
0F6991	TURNKEY PROJECT SERVICES
0F7010	ADP TOTALSOURCE
0F7162	DYKESELECTRICINC
0F7541	PELSTAR MECHANICAL SERVICES
0F9748	SOUTHLAND STEEL FABRICATOR'S
0U0799	D & D INGREDIENT DISTRIBUTORS
0U1322	LAD SERVICES OF LOUISIANA
0U1642	DP ENGINEERING LTD CO
0U1915	UPPERLINE ENERGY PARTNERS
0U2056	DELTA TECH SERVICE
0U2112	CENTRAL ALUMINUM COMPANY LLC
0U2870	OLENTANGY PEDIATRICS INC
0U4484	GIELEN ENTERPRISES, INC
0U8155	JAMAR PRECISION GRINGING INC
0U8662	GENESIS DIRECT
0U8664	GENESIS DIRECT
0U8679	RAM-LIN
0U8739	ADP TOTALSOURCE
0U8799	BNP ASSOCIATES INC
0U8888	MOTOR CARRIER SERVICE
0U8907	CYREN INC
0U9090	ZAZA HOSPITALITY LLC
0U9424	JMHC INC
0U9452	SENTRY MANAGEMENT
0U9691	ELLIOTT ENTERPRISES OF VERO
0U9736	EAST TEXAS RADIATOR
0W0058	UNITED AG LLC
0W0177	RC PAGE CONSTRUCTION LLC
0W0293	CAPITAL PRINTING
0W0294	CAPITAL PRINTING
0W0685	MARINE INSPECTION LLC
0W1009	MMWK MANAGEMENT INC
0W1050	MMWK MANAGEMENT INC
0W1053	CITY CREDIT UNION
0W1060	CITY CREDIT UNION
0W1065	CITY CREDIT UNION
0W1072	MMWK MANAGEMENT INC
0W1085	EPIC GROUP LLC
0W1089	EPIC GROUP LLC
0W1140	DUTTON LAW GROUP
0W1151	UNIDEN FINANCIAL INC
0W1184	DUMONT MANAGEMENT GROUP
0W1186	DUMONT MANAGEMENT GROUP
0W1350	ORANGEWOOD CHRISTIAN SCHOOL
0W1554	FLEMING CONSTRUCTION
0W1655	SMART FINANCIAL
0W1657	SMART FINANCIAL
0W1876	SHIP SUPPLY OF FLORIDA
0W1999	ACCESS HOME MANAGERS
0W2056	NORTH STAR DIAGNOSTIC IMAGING
0W2061	NORTH STAR DIAGNOSTIC IMAGING
0W2202	SHAMROCK GAS ANALYSIS INC
0W2212	RECOVER TOGETHER
0W2257	ORIGEN BIOMEDICAL
0W2374	FCC ENVIRONMENTAL SERVICES LLC
0w2431	TEAM SPORTS PPO
0W2718	EPSP
0W2720	EPSP
0W2913	MESSAGE IO INC
0W3048	HYUNDAI DIGITECH
0W3083	FLORDIA EXPRESS ENVIRONMENTAL
0W4101	MUSTANG DYNAMOMETER
0W4173	SLOAN LAW FIRM
0W4257	D&J DAIRY
0W4315	AGUADO STONE INC
0W4332	DEALERBUILT
0W4420	FELIPE'S LOUISIANA LLC
0W4428	FELIPES LOUISIANA LLC
0W4574	SAPPHIRE HEALTH
0W4703	BUSBY CABINETS
0W4777	BARRET APPLIANCE DISTR
0W4877	BECK MANUFACTURING INTER
0W5173	ASSOCIATED TRUSS AND LUMBER CO
0W5178	ASSOCIATED TRUSS AND LUMBER CO
0W5181	ASSOCIATED TRUSS AND LUMBER CO
0W5881	HOEGH AUTOLINERS INC
0W5950	TRUEPOINT LASER SCANNING
0W6020	ANCHOR INSURANCE MANAGERS
0W6044	ANCHOR INSURANCE MANAGERS
0W6380	COX AND SMITH RISK MANAGEMENT
0W6421	POWERTHERM COMPANY INC
0W6450	BOSON DHO
0W6467	BOSON DHO
0W7473	ADP TOTALSOURCE
0W7510	POOLWERX
0W7529	THE DALTON AGENCY
0W7627	SERVICE FUSION
0W7629	SERVICE FUSION
0W8082	BOSTONS
0W8327	INSPERITY HOLDINGS, INC.
0W8334	WELCH AGENCY
0W8651	MEDICAL CENETERRADIOLOGY GROUP
0W8715	MEDICAL CENETERRADIOLOGY GROUP
0W8887	STICHTER RIEDEL BLAIN
0W9256	MESSINA'S
0W9300	LEESVILLE LUMBER CO.
0W9387	SOURCEDAY
0W9493	CNOSSEN DAIRY LLC
0W9907	SAT TRUCKING INC
0W9972	FAIRLY GROUP
0W9973	FAIRLY GROUP
0X1019	NOVELAIRE TECHNOLOGIES LLC
0X1738	WE MCDONALD & SON, LLC
0X1951	NOLAN POWER GROUP LLC
0X1954	NOLAN POWER GORUP LLC
0X1956	NOLAN POWER GROUP LLC
0X2022	TONTI MANAGEMENT
0X2023	TONTI MANAGEMENT
0X2144	POWER DYNAMICS INNOVATIONS LLC
0X2536	JOE GEAR HOLDINGS, LLC
0X3130	VELOCITY SQUARED
0X4375	WDG, LLC
0X4377	THINK PATENTED
0X4503	YAZOO RIVER TOWING INC
0X4670	TIS AMERICAS INC
0X4689	CC&T CONSULTING LLC
0X4690	CC&T CONSULTING LLC
0X5169	CASTLE ROW LLC
0X5177	PRAIRIE TRANSPORTATION
0X6012	GRAY AMERICA WARD STEEL
0X6096	PEARCE GROUP
0X6287	CALDWELL MEMORIAL HOSPITAL
0X6315	CMA TECHNOLOGY SOLUTIONS
0X6568	BAZE CHEMICALA
0X7074	WINDOW WORLD OF BTR
0X7355	ME
0X8161	ADP TOTALSOURCE
0X8944	ADLERS JEWLRY
0X9314	ALL STAR BUICK GM TRUCK
0X9315	ALL STAR BUICK GM TRUCK
0X9330	ELLENDALE COUNTRY CLUB
0X9406	BLAINE KERN ARTISTS INC
0X9449	BLAINE KERN ARTISTS, INC.
0Y1899	ADP TOTALSOURCE
0Y2176	ELLIS POTTERY
0Y2282	PREMIER SPECIALTY PRODUCTS
0Y2745	ROCK N SAKE OF NEW ORLEANS LLC
